areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06
Flatlands,Brooklyn,neighborhood,,1300.0,1300.0,1300.0,,,,,,,,,2750.0,1300.0,1300.0,1150.0,1150.0,1150.0,1300.0,1500.0,1200.0,1200.0,,,,,,2100.0,1900.0,1900.0,,1550.0,1550.0,1550.0,1150.0,1150.0,1150.0,1550.0,1550.0,1450.0,1450.0,2550.0,2550.0,2550.0,,950.0,950.0,800.0,1175.0,,1175.0,1500.0,1175.0,1550.0,1550.0,1200.0,1200.0,1200.0,1200.0,1800.0,1800.0,1600.0,1600.0,2200.0,2200.0,2200.0,2200.0,2000.0,2000.0,1850.0,1850.0,1850.0,1850.0,1600.0,1600.0,1600.0,2300.0,2400.0,1900.0,2400.0,1650.0,1800.0,2500.0,2500.0,1500.0,1575.0,2200.0,2250.0,2000.0,2100.0,1650.0,2500.0,2300.0,2300.0,2100.0,1900.0,1850.0,2000.0,2300.0,2300.0,2250.0,2500.0,2300.0,1850.0,2100.0,1900.0,1850.0,1850.0,1700.0,2499.0,2300.0,2550.0,1500.0,2150.0,1600.0,2000.0,2100.0,2000.0,2100.0,1900.0,2299.0,1700.0,2000.0,2400.0,1500.0,1700.0,2150.0,2150.0,2000.0,2350.0,2150.0,2250.0,1700.0,1595.0,1595.0,1695.0,1699.0,1699.0,2400.0,1700.0,1700.0,1590.0,2300.0,1600.0,2190.0,2000.0,2400.0,1999.0,2200.0,2800.0,2800.0,2600.0,2700.0,2500.0,2400.0,2650.0,2400.0,2300.0,2300.0,2550.0,2100.0,2100.0,2800.0,2350.0,2350.0,3500.0,2800.0,2600.0,2800.0,3000.0,3000.0,2950.0,2995.0,2995.0,2700.0,2700.0,2200.0,2900.0,2900.0,3000.0,2575.0,2200.0,2800.0,2800.0,2975.0,2800.0,2095.0,2200.0,2600.0,2200.0,2850.0,2850.0,2350.0,1950.0,2200.0,3000.0,3500.0,2750.0
Floral Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,2300.0,,,,,,,,,,1200.0,1200.0,1200.0,3500.0,3500.0,3500.0,,3500.0,3500.0,1650.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,,,,,,,,,,,,,,,,,,,2400.0,2400.0,2200.0,,,,,,,,,,,,1895.0,1745.0,1600.0,,,,,2700.0,,,,,,,,,,,,,,,,,,1800.0,1700.0,1700.0,1700.0,1895.0,1745.0,1695.0,1650.0,2100.0,2100.0,,,2300.0,2300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100.0,2450.0,2450.0,,,,2750.0,2750.0,,3550.0,3550.0,,,,,,,,,,,,,,,,,,,2000.0,,,,2250.0,,,,,,,,,,,,,
Flushing,Queens,neighborhood,1600.0,1450.0,1400.0,1400.0,1300.0,1275.0,1300.0,1150.0,1250.0,1250.0,1250.0,1350.0,1395.0,1295.0,1295.0,1295.0,1325.0,1325.0,1450.0,1475.0,1550.0,1350.0,1288.0,1495.0,1288.0,1300.0,1500.0,1600.0,1400.0,1400.0,1495.0,1495.0,1495.0,1495.0,1500.0,1600.0,1525.0,1500.0,1425.0,1600.0,1600.0,1575.0,1850.0,1950.0,1950.0,1600.0,1500.0,1515.0,1495.0,1700.0,1800.0,1850.0,1800.0,1795.0,1850.0,1975.0,1850.0,1850.0,1950.0,1795.0,1795.0,1795.0,1700.0,1800.0,1850.0,1800.0,1850.0,1850.0,1800.0,1800.0,1800.0,1750.0,1750.0,1850.0,1950.0,2050.0,2100.0,2200.0,1850.0,1850.0,2000.0,2200.0,2095.0,2150.0,2175.0,2200.0,1950.0,2050.0,2100.0,2200.0,2300.0,2200.0,1950.0,2000.0,2000.0,1865.0,1975.0,1895.0,1800.0,1950.0,1975.0,1900.0,1900.0,2020.0,1995.0,1825.0,1900.0,1915.0,1895.0,1900.0,1925.0,1950.0,1950.0,2000.0,2000.0,1925.0,1900.0,1837.0,1849.0,1850.0,1895.0,2000.0,2175.0,1850.0,1900.0,2200.0,2100.0,2050.0,2100.0,2075.0,2000.0,2099.0,1900.0,1900.0,1950.0,2035.0,1990.0,2100.0,2100.0,2000.0,1950.0,1800.0,1825.0,1950.0,1959.0,1950.0,2000.0,1995.0,2000.0,2000.0,2100.0,2195.0,2175.0,2200.0,2200.0,2250.0,2195.0,2100.0,2000.0,2300.0,2450.0,2500.0,2300.0,2300.0,2600.0,2500.0,2450.0,2500.0,2595.0,2650.0,2599.0,2650.0,2595.0,2624.0,2600.0,2450.0,2500.0,2500.0,2590.0,2500.0,2600.0,2650.0,2700.0,2750.0,2575.0,2650.0,2499.0,2500.0,2699.0,2700.0,2699.0,2650.0,2667.0,2599.0,2700.0,2800.0,2800.0,2800.0
Fordham,Bronx,neighborhood,,,,,,,850.0,850.0,,,,,,,,,,,,,,,795.0,795.0,1000.0,1000.0,1000.0,1600.0,1800.0,1050.0,1050.0,1100.0,1000.0,1200.0,1200.0,1100.0,1000.0,1150.0,1150.0,,,1000.0,1000.0,900.0,1000.0,1150.0,1150.0,1150.0,1100.0,1099.0,1100.0,1225.0,1225.0,1200.0,1150.0,1200.0,1200.0,1250.0,1195.0,1250.0,1250.0,1500.0,1500.0,1295.0,1295.0,1325.0,1375.0,1500.0,1450.0,1450.0,1450.0,1600.0,1500.0,1395.0,1425.0,1500.0,1595.0,1550.0,1550.0,1600.0,1550.0,1500.0,1550.0,1600.0,1475.0,1625.0,1795.0,1675.0,1695.0,1750.0,1755.0,1755.0,1900.0,1800.0,1755.0,1800.0,1845.0,1745.0,1895.0,1750.0,1750.0,1700.0,1800.0,2000.0,2000.0,1900.0,1695.0,1695.0,1750.0,1750.0,1695.0,1700.0,1800.0,2000.0,1926.0,1750.0,1883.0,1695.0,1625.0,1650.0,1650.0,1750.0,1725.0,1750.0,1795.0,1650.0,1750.0,1640.0,1650.0,1750.0,1795.0,1645.0,1675.0,1675.0,1750.0,1800.0,1785.0,1900.0,1950.0,1700.0,1850.0,1775.0,1650.0,1700.0,1650.0,1800.0,1869.0,1850.0,1791.0,1800.0,1725.0,1850.0,1850.0,1795.0,1750.0,1750.0,1725.0,1850.0,1650.0,1850.0,2050.0,2100.0,2050.0,2050.0,2250.0,2000.0,2250.0,1895.0,2000.0,1910.0,2050.0,2000.0,2299.0,1999.0,2101.0,2150.0,2350.0,2340.0,2200.0,2300.0,2050.0,1900.0,1995.0,2000.0,2000.0,2250.0,2120.0,2295.0,2155.0,2100.0,2000.0,2000.0,2000.0,1999.0,1929.0,2199.0,1950.0,2250.0
Forest Hills,Queens,neighborhood,1950.0,1675.0,1675.0,1650.0,1500.0,1550.0,1675.0,1750.0,1700.0,1700.0,1650.0,1650.0,1650.0,1650.0,1695.0,1795.0,1800.0,1825.0,1850.0,1895.0,2200.0,2150.0,2000.0,1875.0,1875.0,2000.0,1899.0,1895.0,1895.0,1925.0,2100.0,2050.0,2000.0,2100.0,1995.0,2150.0,1995.0,1875.0,1850.0,1800.0,1850.0,1800.0,2000.0,1895.0,1995.0,1850.0,1895.0,1925.0,1995.0,2000.0,1995.0,1995.0,1925.0,2015.0,2015.0,2300.0,2015.0,1995.0,2015.0,2095.0,2100.0,2015.0,2015.0,2015.0,2095.0,2200.0,2100.0,2200.0,2250.0,2200.0,2150.0,2200.0,2195.0,2150.0,2100.0,2175.0,2199.0,2195.0,2200.0,2200.0,2200.0,2200.0,2150.0,2195.0,2150.0,2150.0,2000.0,2000.0,2000.0,2100.0,2150.0,2150.0,2100.0,2100.0,2100.0,2050.0,1975.0,2000.0,2100.0,1999.0,1975.0,1975.0,2050.0,2100.0,2100.0,2000.0,2000.0,2000.0,2050.0,2000.0,2050.0,2095.0,2100.0,2100.0,2200.0,2295.0,2250.0,2150.0,2150.0,2195.0,2150.0,2150.0,2100.0,2145.0,2100.0,2000.0,2000.0,2000.0,2050.0,2000.0,2000.0,1995.0,1995.0,2000.0,1950.0,1950.0,1995.0,1965.0,1965.0,1985.0,2100.0,2150.0,2100.0,2100.0,2200.0,2195.0,2141.0,2285.0,2490.0,2350.0,2400.0,2500.0,2500.0,2350.0,2400.0,2430.0,2499.0,2499.0,2450.0,2500.0,2500.0,2495.0,2900.0,2900.0,2800.0,2500.0,2450.0,2500.0,2595.0,2475.0,2550.0,2550.0,2650.0,2650.0,2650.0,2815.0,2800.0,2795.0,2750.0,2700.0,2700.0,2800.0,2600.0,2625.0,2700.0,2800.0,3200.0,3150.0,3000.0,2998.0,2800.0,2900.0,2800.0,2900.0,2960.0,3061.0,3000.0,2950.0
Fort Greene,Brooklyn,neighborhood,2500.0,2200.0,2100.0,2200.0,2200.0,2250.0,2395.0,2400.0,2500.0,2500.0,2400.0,2400.0,2400.0,2500.0,2500.0,2700.0,2500.0,2675.0,2500.0,2700.0,2800.0,2700.0,2500.0,2500.0,2500.0,2600.0,2600.0,2800.0,2800.0,2550.0,2700.0,2750.0,2700.0,2550.0,2700.0,2850.0,2700.0,3100.0,3100.0,2888.0,2600.0,2950.0,2800.0,2795.0,3000.0,2800.0,2800.0,2750.0,2889.0,2750.0,2750.0,2750.0,2750.0,2850.0,2750.0,2800.0,2650.0,2699.0,2700.0,2750.0,2750.0,2850.0,3000.0,3100.0,2900.0,2975.0,2995.0,2900.0,2850.0,2850.0,2850.0,2800.0,2799.0,2800.0,2900.0,2800.0,2900.0,3000.0,3000.0,3050.0,3000.0,2970.0,2908.0,2895.0,2900.0,2950.0,3000.0,3140.0,3050.0,3090.0,3030.0,3050.0,2950.0,2800.0,2750.0,2700.0,2700.0,2700.0,2700.0,2800.0,2800.0,2950.0,3000.0,2995.0,2900.0,2895.0,3050.0,2900.0,2800.0,2800.0,3099.0,3300.0,3500.0,3291.0,3375.0,3300.0,3048.0,3088.0,3131.0,3195.0,3300.0,3138.0,3396.0,3242.0,3236.0,3000.0,2947.0,2850.0,2750.0,2800.0,2800.0,2795.0,2750.0,2700.0,2750.0,2700.0,2800.0,2900.0,3190.0,3328.0,3500.0,3500.0,3600.0,3613.0,3400.0,3495.0,3600.0,3890.0,3900.0,4000.0,4000.0,4000.0,3850.0,4216.0,4295.0,3895.0,3750.0,3811.0,3995.0,4050.0,3879.0,3850.0,4200.0,4200.0,4128.0,4125.0,3900.0,4000.0,3911.0,3800.0,3730.0,3800.0,3950.0,3995.0,4159.0,3964.0,4000.0,4000.0,3995.0,3900.0,4099.0,4000.0,4215.0,4300.0,4667.0,4700.0,4500.0,4500.0,4865.0,4745.0,4527.0,4500.0,4424.0,4495.0,4627.0,4855.0,4650.0,4644.0
Fresh Meadows,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,2600.0,1300.0,1300.0,,1400.0,,,1895.0,1895.0,1895.0,2150.0,,,,,,,1650.0,1650.0,1650.0,1650.0,1650.0,,,,1500.0,3850.0,,1400.0,1400.0,1400.0,1400.0,1650.0,1700.0,1700.0,1850.0,1700.0,1400.0,1550.0,1400.0,1550.0,1775.0,1550.0,1800.0,1700.0,1800.0,1800.0,1400.0,4600.0,2000.0,2000.0,2000.0,1400.0,1400.0,1400.0,1400.0,1400.0,1950.0,1950.0,1900.0,1750.0,1750.0,1400.0,1700.0,1400.0,1850.0,1850.0,1800.0,2100.0,2000.0,2450.0,2450.0,1750.0,1400.0,1400.0,1400.0,,3500.0,2250.0,2000.0,1745.0,1745.0,1990.0,1690.0,1795.0,1775.0,2650.0,2650.0,1775.0,2380.0,1900.0,2200.0,2175.0,2195.0,1700.0,1850.0,1795.0,2250.0,3600.0,1825.0,3995.0,3600.0,1750.0,1974.0,2250.0,2000.0,2300.0,4600.0,1800.0,1960.0,1960.0,1750.0,2400.0,2400.0,3500.0,1825.0,1750.0,3400.0,1675.0,1725.0,1795.0,2250.0,1700.0,,2000.0,1995.0,1700.0,2100.0,1850.0,1850.0,2300.0,2175.0,4700.0,2450.0,,2200.0,,,4100.0,4100.0,3995.0,3995.0,2250.0,2300.0,2400.0,2500.0,2500.0,2500.0,2399.0,2395.0,2400.0,2235.0,2235.0,2400.0,2300.0,2300.0,2300.0,2500.0,2300.0,2300.0,2595.0,2700.0,2650.0,2600.0,2350.0,2400.0,2450.0,2400.0,2450.0,2450.0,2350.0,2450.0,2450.0,2700.0,2490.0,2490.0,2700.0,2795.0,2775.0
Gerritsen Beach,Brooklyn,neighborhood,,,,,,,,1250.0,1250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100.0,2100.0,,2150.0,2000.0,2000.0,,1625.0,1625.0,,,,,,,,,,,,,,,,,,,,,,3500.0,3500.0,3100.0,3100.0,3100.0,,1299.0,1199.0,1199.0,,2350.0,1100.0,1900.0,1900.0,2100.0,2100.0,2100.0,2495.0,2475.0,2250.0,1800.0,1750.0,1800.0,2100.0,2100.0,1899.0,2500.0,2500.0,1899.0,1750.0,1650.0,1650.0,,,2499.0,2499.0,1600.0,1600.0,,1700.0,,,,,3000.0,,3000.0,,,,,2600.0,2600.0,,,,,,,,,,1600.0,1925.0,1400.0,,,,,,,1900.0,1900.0,1900.0,2300.0,2300.0,,,,,,,3000.0,,3150.0,3150.0,,3300.0,2999.0,2800.0,1750.0,1750.0,,,,,,,1800.0,1800.0,,,,,,3400.0,3400.0,,,5000.0,5000.0,5000.0,5000.0,,3000.0,3000.0,5000.0,4500.0,4500.0
Glen Oaks,Queens,neighborhood,2200.0,,,,,,,,,,,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1800.0,1800.0,1800.0,1350.0,1600.0,1750.0,1500.0,1400.0,1500.0,1400.0,1325.0,1325.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1475.0,1900.0,1900.0,1900.0,,1700.0,1700.0,1700.0,1650.0,1800.0,1800.0,1800.0,1800.0,1750.0,1775.0,1750.0,1750.0,1750.0,1750.0,1800.0,1750.0,1750.0,1750.0,1800.0,1800.0,1700.0,1700.0,1700.0,1700.0,1575.0,1650.0,1650.0,2600.0,2600.0,2025.0,1975.0,1475.0,1275.0,1525.0,1900.0,1900.0,2100.0,1900.0,1900.0,1900.0,2100.0,2100.0,2000.0,1850.0,1900.0,1900.0,2000.0,1900.0,1500.0,3200.0,3250.0,3200.0,3000.0,1800.0,1950.0,1850.0,1850.0,1800.0,2100.0,1850.0,3000.0,2100.0,2100.0,3000.0,2000.0,2000.0,2000.0,2000.0,1865.0,2125.0,,2875.0,3050.0,3000.0,2999.0,2995.0,2150.0,1800.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,,2150.0,2175.0,2200.0,2800.0,2100.0,2025.0,2100.0,2160.0,2160.0,2160.0,2125.0,1892.0,1925.0,2100.0,2100.0,2700.0,2700.0,2040.0,2125.0,2000.0,2145.0,1900.0,2389.0,1765.0,,2500.0,2400.0,2050.0,2200.0,2450.0,,2150.0,2050.0,2100.0,3000.0,3800.0,2542.0,2200.0,2500.0,2250.0,2275.0,2200.0,2450.0,2378.0,2500.0,2685.0,2500.0,2450.0,2615.0,1942.0,2500.0,2350.0,2500.0,2475.0,2450.0,2607.0,2452.0,3700.0,3300.0,2500.0,2000.0,3000.0,3500.0,3200.0,2800.0,2500.0,2375.0,2960.0,2820.0,2600.0,2550.0,3255.0,2925.0
Glendale,Queens,neighborhood,2500.0,2500.0,2500.0,2500.0,,,,,1200.0,1400.0,1400.0,1450.0,1400.0,1400.0,1200.0,1200.0,1250.0,1250.0,1250.0,1250.0,2500.0,1750.0,1500.0,1450.0,1500.0,1275.0,1500.0,1500.0,1450.0,1500.0,1500.0,1500.0,1750.0,1800.0,1500.0,1400.0,1450.0,1450.0,1300.0,1450.0,2400.0,1150.0,1400.0,1400.0,1375.0,1375.0,1325.0,1325.0,1550.0,1600.0,1600.0,1795.0,1750.0,1675.0,1750.0,1500.0,1700.0,1775.0,1600.0,1700.0,1795.0,1799.0,1795.0,1799.0,1800.0,2000.0,2000.0,1800.0,1800.0,1700.0,1675.0,1900.0,1850.0,1900.0,1850.0,1900.0,2195.0,2100.0,1900.0,1850.0,2000.0,1975.0,2085.0,2185.0,2200.0,2100.0,2000.0,2000.0,2000.0,2000.0,2000.0,1850.0,2000.0,2045.0,1999.0,1995.0,1995.0,1995.0,1995.0,2100.0,2200.0,2100.0,2300.0,2100.0,2000.0,2100.0,2100.0,2000.0,2000.0,2000.0,2292.0,2200.0,2125.0,2010.0,2100.0,2200.0,2275.0,2200.0,2100.0,2100.0,2170.0,2170.0,2200.0,2400.0,2275.0,2200.0,2215.0,2150.0,2200.0,2290.0,2150.0,2050.0,2099.0,2000.0,2000.0,2000.0,2000.0,2100.0,2000.0,2100.0,2300.0,2000.0,2200.0,2200.0,2150.0,2200.0,2300.0,2300.0,2299.0,2500.0,2350.0,2350.0,2299.0,2199.0,2300.0,2350.0,2400.0,2500.0,2500.0,2650.0,2500.0,2550.0,2500.0,2400.0,2500.0,2499.0,2500.0,2400.0,2500.0,2399.0,2400.0,2500.0,2800.0,2699.0,2800.0,2800.0,2700.0,2700.0,2850.0,2700.0,2450.0,2700.0,2600.0,2800.0,3000.0,3000.0,3100.0,3200.0,3200.0,2999.0,2800.0,2500.0,3022.0,2900.0,2850.0,2800.0,3150.0,2995.0
Gowanus,Brooklyn,neighborhood,1675.0,1600.0,1675.0,1750.0,1800.0,1900.0,2100.0,1995.0,1950.0,2600.0,2400.0,2500.0,2300.0,2300.0,2675.0,2750.0,2500.0,3200.0,3100.0,3495.0,3525.0,3620.0,2950.0,3184.0,2300.0,1750.0,2200.0,2350.0,2280.0,2280.0,2650.0,2650.0,2745.0,2600.0,2495.0,2700.0,2630.0,2950.0,2700.0,2950.0,3050.0,3120.0,2950.0,2850.0,2950.0,2895.0,2850.0,3000.0,2950.0,3200.0,3500.0,3450.0,3100.0,3195.0,2995.0,2795.0,2600.0,3400.0,3650.0,2995.0,2850.0,2995.0,2750.0,3100.0,3350.0,3200.0,3300.0,3500.0,3250.0,3250.0,3250.0,3295.0,3395.0,3250.0,3250.0,3200.0,3200.0,2900.0,2800.0,3277.0,3000.0,3000.0,3000.0,2995.0,2995.0,3000.0,2800.0,2760.0,2900.0,2900.0,2900.0,3000.0,3050.0,2800.0,2800.0,2695.0,2795.0,2795.0,2600.0,2799.0,3236.0,3000.0,3218.0,3400.0,2795.0,2975.0,2875.0,2900.0,3110.0,2900.0,2650.0,2704.0,2900.0,3400.0,3000.0,3000.0,3500.0,3250.0,3200.0,3199.0,2869.0,3100.0,3300.0,3100.0,3100.0,2750.0,2750.0,2675.0,2900.0,2700.0,2700.0,2793.0,2600.0,2595.0,2595.0,2650.0,2785.0,2995.0,2975.0,2900.0,2895.0,3100.0,3095.0,3000.0,3400.0,3799.0,3600.0,3254.0,4000.0,4200.0,4250.0,3995.0,3700.0,3500.0,3700.0,3850.0,3600.0,3995.0,3900.0,3800.0,4000.0,3495.0,4025.0,4100.0,3964.0,3900.0,3800.0,3900.0,3900.0,3900.0,3950.0,4100.0,3900.0,3725.0,3925.0,3950.0,3900.0,4000.0,3995.0,4500.0,4400.0,4475.0,4500.0,4400.0,4685.0,4600.0,4885.0,4650.0,4500.0,4500.0,4500.0,4650.0,4950.0,5000.0,4850.0,4595.0,4510.0,4575.0
Gramercy Park,Manhattan,neighborhood,3100.0,3000.0,2950.0,3100.0,2995.0,2900.0,2895.0,2900.0,3000.0,3195.0,3400.0,3250.0,2950.0,3100.0,2995.0,3000.0,2995.0,3100.0,2940.0,2950.0,3450.0,3600.0,3500.0,3450.0,3495.0,3295.0,3200.0,3195.0,3250.0,3395.0,3400.0,3400.0,3500.0,3600.0,3650.0,3600.0,3395.0,3495.0,3500.0,3450.0,3500.0,3345.0,3400.0,3500.0,3600.0,3500.0,3500.0,3500.0,3500.0,3400.0,3400.0,3500.0,3400.0,3400.0,3400.0,3400.0,3495.0,3350.0,3450.0,3450.0,3600.0,3450.0,3250.0,3500.0,3600.0,3650.0,3525.0,3695.0,3850.0,3595.0,3550.0,3795.0,3800.0,3795.0,3750.0,3800.0,3850.0,3700.0,3600.0,3595.0,3500.0,3300.0,3200.0,3300.0,3490.0,3500.0,3500.0,3590.0,3600.0,3500.0,3500.0,3495.0,3495.0,3300.0,3300.0,3495.0,3400.0,3575.0,3500.0,3475.0,3695.0,3500.0,3550.0,3600.0,3695.0,3500.0,3695.0,3650.0,3595.0,3795.0,3895.0,3800.0,4000.0,4250.0,4375.0,4150.0,4195.0,3850.0,3900.0,3975.0,4000.0,3850.0,3950.0,3795.0,3695.0,3600.0,3500.0,3300.0,3300.0,3199.0,3095.0,3050.0,3000.0,2900.0,2850.0,2895.0,2900.0,3100.0,3450.0,3490.0,3800.0,3990.0,3950.0,4395.0,4650.0,4350.0,4500.0,4500.0,4475.0,4600.0,4700.0,4500.0,5000.0,4950.0,4500.0,4600.0,4700.0,4944.0,4600.0,4650.0,4695.0,4895.0,4600.0,4650.0,4900.0,4900.0,4725.0,4495.0,4650.0,4575.0,4900.0,5000.0,4800.0,4595.0,4650.0,4600.0,4695.0,4925.0,4925.0,4700.0,4850.0,5000.0,4700.0,4795.0,5200.0,5295.0,5695.0,5250.0,5195.0,5195.0,5250.0,5100.0,5000.0,5200.0,5395.0,5495.0,5375.0,5350.0
Gravesend,Brooklyn,neighborhood,1450.0,1450.0,1400.0,1375.0,1233.0,1175.0,1200.0,1200.0,1700.0,1325.0,1325.0,1300.0,1300.0,1250.0,1400.0,1400.0,1295.0,1400.0,1400.0,1400.0,1200.0,1350.0,1295.0,1250.0,1300.0,1250.0,1250.0,1050.0,1250.0,1375.0,1375.0,1275.0,1275.0,1225.0,1250.0,1495.0,1425.0,1375.0,1375.0,1400.0,1393.0,1393.0,1550.0,1510.0,1500.0,1500.0,1500.0,1500.0,1475.0,1450.0,1425.0,1400.0,1400.0,1450.0,1600.0,1626.0,1400.0,1495.0,1650.0,1550.0,1600.0,1700.0,1700.0,1850.0,1795.0,1650.0,1700.0,1750.0,1675.0,1650.0,1650.0,1695.0,1750.0,1700.0,1750.0,1800.0,1850.0,1995.0,1750.0,1800.0,1800.0,1825.0,1975.0,1750.0,1800.0,1890.0,1800.0,1725.0,1750.0,1800.0,1800.0,1700.0,1800.0,1725.0,1875.0,1800.0,1700.0,1730.0,1750.0,1799.0,1925.0,1799.0,1800.0,1875.0,1700.0,1950.0,1800.0,1750.0,1700.0,1775.0,1750.0,1750.0,1795.0,1742.0,1799.0,1800.0,1900.0,1900.0,1900.0,1800.0,1975.0,1950.0,1825.0,1765.0,1799.0,1800.0,1900.0,1825.0,1825.0,1775.0,1795.0,1750.0,1725.0,1750.0,1795.0,1750.0,1800.0,1820.0,1800.0,1820.0,1825.0,1875.0,2000.0,1880.0,1950.0,1911.0,2100.0,2080.0,2050.0,2300.0,2100.0,2000.0,2000.0,2000.0,2295.0,2295.0,2525.0,2300.0,2300.0,2400.0,2350.0,2350.0,2349.0,2300.0,2700.0,2475.0,2300.0,2350.0,3055.0,3060.0,3060.0,3100.0,3000.0,3050.0,3000.0,2800.0,3050.0,2750.0,2700.0,3061.0,3149.0,3139.0,2850.0,3139.0,3148.0,3148.0,3150.0,3150.0,3150.0,3150.0,3150.0,3149.0,3081.0,3200.0,3050.0,3220.0,3200.0,2950.0
Greenpoint,Brooklyn,neighborhood,2250.0,2166.0,2300.0,2300.0,2300.0,2200.0,2350.0,2450.0,2500.0,2700.0,2600.0,2500.0,1900.0,2200.0,2300.0,2300.0,2500.0,2400.0,2300.0,2350.0,2350.0,2495.0,2300.0,2500.0,2300.0,2400.0,2300.0,2600.0,2600.0,2500.0,2500.0,2700.0,2500.0,2700.0,2750.0,2700.0,2500.0,2650.0,2650.0,2700.0,2700.0,2800.0,2850.0,2800.0,2795.0,2995.0,2800.0,2700.0,2850.0,2850.0,2700.0,2875.0,3000.0,3000.0,2900.0,2850.0,2800.0,2800.0,2700.0,2595.0,2500.0,2500.0,2600.0,2700.0,2700.0,2699.0,2800.0,2899.0,2900.0,2850.0,2700.0,2695.0,2750.0,2700.0,2799.0,2895.0,2800.0,2850.0,2900.0,2950.0,2900.0,2933.0,2900.0,2800.0,2800.0,2800.0,2795.0,2780.0,2795.0,2940.0,2900.0,2800.0,2895.0,2785.0,2700.0,2600.0,2600.0,2600.0,2700.0,2795.0,2794.0,2999.0,3024.0,2995.0,2949.0,2800.0,2792.0,2800.0,2850.0,2800.0,2750.0,2850.0,3138.0,3100.0,3200.0,3315.0,3300.0,3100.0,2995.0,2950.0,3100.0,3350.0,3295.0,3200.0,3190.0,3100.0,2970.0,2999.0,2850.0,2699.0,2725.0,2700.0,2600.0,2800.0,2750.0,2800.0,2850.0,2999.0,3395.0,3496.0,3400.0,3400.0,3400.0,3500.0,3547.0,3599.0,3608.0,3931.0,4000.0,4300.0,4399.0,4399.0,4395.0,4400.0,4100.0,4200.0,4000.0,4000.0,4125.0,4181.0,4450.0,4450.0,4490.0,4550.0,4500.0,4315.0,4205.0,4275.0,4315.0,4315.0,4330.0,4425.0,4313.0,4500.0,4400.0,4500.0,4400.0,4550.0,4700.0,4695.0,4632.0,4600.0,4500.0,4725.0,4749.0,4900.0,4800.0,4750.0,4675.0,4675.0,4750.0,4710.0,4756.0,4906.0,4800.0,4775.0,4800.0,4899.0
