areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06
Roosevelt Island,Manhattan,neighborhood,2500.0,2500.0,2300.0,2500.0,2500.0,2495.0,2681.0,2695.0,2625.0,2950.0,2595.0,2325.0,2300.0,2325.0,2377.0,2425.0,2775.0,2625.0,2775.0,2795.0,2795.0,2925.0,2850.0,2895.0,2895.0,2895.0,3350.0,3025.0,3095.0,3095.0,3000.0,3000.0,2850.0,2995.0,2750.0,2995.0,2900.0,3075.0,3075.0,3095.0,3175.0,3150.0,3250.0,3250.0,3275.0,2795.0,2795.0,2895.0,3195.0,3195.0,3300.0,3255.0,3395.0,3350.0,3225.0,3375.0,3100.0,3095.0,2995.0,3295.0,3010.0,3300.0,3140.0,3425.0,3310.0,3455.0,3395.0,3630.0,3250.0,3125.0,2995.0,3140.0,3150.0,3320.0,3505.0,3100.0,3665.0,3425.0,3390.0,3145.0,3330.0,3100.0,3195.0,3405.0,3195.0,3209.0,2940.0,3400.0,3250.0,3325.0,3315.0,3005.0,2905.0,2985.0,2895.0,2980.0,2950.0,3215.0,3250.0,2995.0,3285.0,3300.0,3450.0,3600.0,3415.0,3250.0,3277.0,3277.0,3400.0,3203.0,3240.0,3295.0,3345.0,3560.0,3595.0,3550.0,3600.0,3600.0,4200.0,3675.0,3415.0,3415.0,3190.0,3433.0,3395.0,3221.0,3375.0,3375.0,3400.0,3295.0,3320.0,3175.0,3040.0,3040.0,2875.0,2986.0,3014.0,3025.0,3465.0,3510.0,3217.0,3495.0,3552.0,3850.0,3700.0,3755.0,3495.0,3898.0,3850.0,4317.0,4000.0,4505.0,4200.0,4055.0,4395.0,4089.0,4050.0,4095.0,4095.0,3950.0,4195.0,4144.0,4195.0,4215.0,4130.0,4171.0,4050.0,4050.0,4050.0,4050.0,3995.0,4375.0,4357.0,4575.0,4640.0,4550.0,4390.0,4300.0,4175.0,4195.0,4300.0,4315.0,4422.0,4425.0,4150.0,4250.0,4325.0,4365.0,4650.0,4750.0,4545.0,4400.0,4345.0,4220.0,4400.0,4550.0,4550.0,4550.0
Rosedale,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.0,1300.0,1300.0,,,1000.0,1000.0,,,,,,,,,,,,,,1700.0,1325.0,1325.0,1275.0,1325.0,1325.0,,1750.0,1750.0,1750.0,,1350.0,1350.0,1700.0,,,,,,1200.0,2000.0,2000.0,2000.0,1900.0,2100.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,,2000.0,2000.0,2250.0,2000.0,1800.0,1600.0,2000.0,2000.0,2000.0,1500.0,2000.0,2000.0,2150.0,2100.0,1950.0,1950.0,2200.0,2200.0,2200.0,,2000.0,2000.0,,2500.0,2500.0,2500.0,2500.0,2300.0,2300.0,2100.0,2300.0,2000.0,1625.0,2300.0,2500.0,2400.0,2300.0,1600.0,1500.0,1600.0,,2500.0,2500.0,,,2500.0,2500.0,2500.0,2399.0,,,2300.0,2300.0,1900.0,1900.0,,2300.0,2200.0,1400.0,1400.0,2700.0,2700.0,,2650.0,2400.0,2500.0,2400.0,1200.0,,,,,2700.0,2800.0,2800.0,2550.0,2700.0,2500.0,2900.0,3000.0,3000.0,1900.0,2500.0,2300.0,2300.0,1295.0,2200.0,1850.0,,,3600.0,3500.0,3350.0,3350.0,3450.0,3650.0,3350.0,3350.0,3350.0,3300.0,3200.0,3200.0,3200.0,2885.0,3200.0,3400.0,3200.0,3400.0,,,,3300.0,3600.0,4200.0,,,4300.0,4300.0,1790.0,1790.0
Schuylerville,Bronx,neighborhood,1850.0,1850.0,1850.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495.0,1700.0,1600.0,1550.0,1550.0,,,,1100.0,1100.0,17500.0,1750.0,1750.0,,,,,,,,,,,1450.0,1450.0,,1700.0,2100.0,1700.0,1125.0,2050.0,1295.0,1295.0,2600.0,2600.0,2399.0,1995.0,2100.0,2100.0,2100.0,2100.0,2200.0,1700.0,2100.0,2150.0,1700.0,1700.0,3000.0,2500.0,2500.0,1700.0,2000.0,1900.0,1900.0,2200.0,2200.0,2400.0,2000.0,2000.0,1450.0,2300.0,1800.0,1800.0,1800.0,1350.0,1650.0,,1675.0,1675.0,1595.0,2350.0,2200.0,2200.0,2050.0,2300.0,2300.0,2300.0,2300.0,2500.0,2300.0,2500.0,2400.0,2400.0,2400.0,2200.0,2200.0,2200.0,2200.0,1800.0,1900.0,1400.0,2800.0,2600.0,2600.0,1950.0,1950.0,2100.0,1850.0,1650.0,1650.0,2500.0,1825.0,1825.0,2400.0,1800.0,2300.0,2500.0,2300.0,2300.0,1550.0,1550.0,2350.0,,2199.0,1650.0,1650.0,1450.0,2000.0,2000.0,2100.0,2495.0,2800.0,2800.0,2800.0,1650.0,2400.0,3000.0,2400.0,2400.0,1598.0,,2275.0,1650.0,2275.0,1985.0,2250.0,1599.0,,,2600.0,1550.0,1550.0,1550.0,3000.0,2595.0,,1725.0,2696.0,1775.0,3465.0,1700.0,1700.0,1700.0,1700.0,4095.0,2200.0,3990.0,2800.0,2850.0,2075.0,2075.0,3100.0,3400.0,3400.0,,
Seagate,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,2000.0,2000.0,1625.0,1625.0,1500.0,1500.0,,,,,,,,1400.0,1400.0,,,,,,,,,,,,,,,,1800.0,3800.0,3750.0,1450.0,,,,1700.0,1700.0,2100.0,2100.0,2500.0,1999.0,1800.0,1800.0,1800.0,1800.0,,1795.0,1795.0,1800.0,1800.0,1800.0,,2199.0,1995.0,1799.0,1799.0,4000.0,1950.0,1600.0,2300.0,2300.0,1995.0,1995.0,,1700.0,2250.0,1700.0,2245.0,1800.0,,,,1650.0,1350.0,2500.0,1799.0,,,,,3500.0,3000.0,3500.0,,1350.0,1350.0,1700.0,,,2800.0,1350.0,2750.0,2750.0,,2500.0,2699.0,2099.0,2099.0,2300.0,2200.0,2300.0,2200.0,2200.0,2200.0,2295.0,,,,,2100.0,1425.0,1950.0,2550.0,2250.0,2550.0,2550.0,2800.0,2950.0,2100.0,,,,2800.0,2800.0,2500.0,2500.0,2500.0,3000.0,2800.0,5500.0,2750.0,2850.0,2825.0,3200.0,3200.0,3200.0,2150.0,2150.0,1900.0,3000.0,2400.0,,,2400.0,2250.0,1850.0,1850.0,,2600.0,,,,,,1800.0,,2400.0,3995.0
Sheepshead Bay,Brooklyn,neighborhood,1400.0,1200.0,1200.0,1250.0,1750.0,1725.0,1300.0,1300.0,1400.0,1500.0,2300.0,2350.0,2200.0,1525.0,1350.0,1350.0,1400.0,1425.0,1400.0,1500.0,1600.0,1500.0,1400.0,1450.0,1500.0,1500.0,1500.0,1550.0,1500.0,1300.0,1495.0,1495.0,1400.0,1400.0,1400.0,1400.0,1400.0,1500.0,1500.0,1500.0,1500.0,1600.0,1600.0,1700.0,1700.0,1600.0,1700.0,1700.0,1700.0,1604.0,1600.0,1600.0,1600.0,1600.0,1600.0,1695.0,1650.0,1595.0,1700.0,1700.0,1700.0,1625.0,1650.0,1650.0,1650.0,1595.0,1600.0,1600.0,1695.0,1750.0,1750.0,1700.0,1750.0,1800.0,1800.0,1850.0,1900.0,1800.0,1800.0,1750.0,1800.0,1790.0,1790.0,1790.0,1850.0,1950.0,1900.0,1900.0,1899.0,1850.0,1800.0,1900.0,1850.0,1725.0,1849.0,1900.0,1950.0,1890.0,1850.0,1890.0,1900.0,1875.0,1850.0,1900.0,1995.0,1795.0,1750.0,1775.0,1750.0,1750.0,1800.0,1800.0,1950.0,1850.0,1870.0,2000.0,1998.0,1845.0,1950.0,1950.0,2190.0,1900.0,1849.0,2269.0,2000.0,2063.0,2000.0,2062.0,1850.0,1850.0,1850.0,1900.0,1863.0,1900.0,1900.0,1800.0,1825.0,1825.0,1825.0,1875.0,1975.0,2000.0,1900.0,1890.0,1895.0,1975.0,1950.0,1900.0,2100.0,2100.0,2400.0,2300.0,2395.0,2350.0,2500.0,2550.0,2386.0,2600.0,2700.0,2500.0,2600.0,2550.0,2500.0,2995.0,2995.0,2757.0,2800.0,3000.0,2800.0,2750.0,2600.0,2750.0,2655.0,2699.0,2600.0,2600.0,2600.0,2775.0,2947.0,2750.0,2799.0,2750.0,2700.0,2699.0,2600.0,2599.0,2700.0,2790.0,2775.0,2500.0,2938.0,3000.0,2900.0,2875.0,2999.0,3100.0,3049.0,2958.0
Soho,Manhattan,neighborhood,5000.0,5000.0,5000.0,4500.0,3800.0,3800.0,3945.0,4000.0,5995.0,7000.0,7000.0,7100.0,5100.0,6500.0,6000.0,6400.0,6200.0,4850.0,4200.0,4200.0,5895.0,6900.0,6500.0,5850.0,5700.0,5200.0,5500.0,5500.0,5595.0,4400.0,3995.0,4500.0,5450.0,6500.0,6000.0,5500.0,5800.0,4500.0,4500.0,5300.0,4500.0,4500.0,3800.0,4400.0,4200.0,4125.0,4500.0,4900.0,5100.0,4500.0,4900.0,4700.0,4500.0,4000.0,4000.0,3895.0,4200.0,4750.0,4700.0,4400.0,4500.0,4500.0,4624.0,4900.0,5250.0,4900.0,4500.0,4595.0,5500.0,6200.0,5500.0,5250.0,4995.0,3995.0,4750.0,5040.0,4999.0,4990.0,5000.0,4790.0,5500.0,5700.0,5995.0,5595.0,4995.0,4995.0,4700.0,4850.0,4795.0,4615.0,5199.0,5010.0,5000.0,5295.0,5700.0,6020.0,5300.0,5950.0,5495.0,5000.0,4995.0,4500.0,4995.0,5500.0,5500.0,5300.0,5500.0,5778.0,6000.0,5700.0,4650.0,4829.0,5150.0,5000.0,5100.0,5395.0,5395.0,5195.0,6500.0,6000.0,4995.0,4500.0,5531.0,5200.0,4495.0,4350.0,4295.0,4124.0,4167.0,3997.0,4151.0,4000.0,3695.0,3992.0,3700.0,3895.0,4100.0,4500.0,4500.0,5500.0,5700.0,6800.0,6500.0,5995.0,6150.0,5500.0,6000.0,6500.0,5700.0,5295.0,5400.0,6000.0,7200.0,6500.0,6900.0,6995.0,6500.0,6300.0,6250.0,6650.0,5795.0,5995.0,6000.0,6495.0,8100.0,7300.0,7200.0,7675.0,8250.0,7495.0,7400.0,7595.0,7450.0,6499.0,6200.0,5499.0,6350.0,8000.0,8500.0,7995.0,6995.0,7400.0,7200.0,6000.0,5900.0,6100.0,6795.0,6200.0,6225.0,8000.0,8500.0,10950.0,9100.0,7500.0,8495.0,7500.0,7000.0,6250.0
Soundview,Bronx,neighborhood,,,,,,,,,,,,,,,1200.0,1200.0,1400.0,1400.0,1400.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,,,,1500.0,1500.0,1550.0,1250.0,1075.0,1125.0,1800.0,1650.0,1800.0,1800.0,,1200.0,1200.0,1400.0,1450.0,1700.0,1100.0,1000.0,1000.0,1000.0,1300.0,1300.0,1300.0,1400.0,1400.0,1149.0,1150.0,1200.0,1200.0,1200.0,1400.0,1395.0,1395.0,1400.0,1395.0,1450.0,1375.0,1350.0,1250.0,1280.0,1475.0,1500.0,1800.0,1750.0,1550.0,1800.0,1850.0,1730.0,1825.0,1606.0,1600.0,1600.0,1584.0,1584.0,1650.0,1700.0,1700.0,1700.0,1700.0,1749.0,1750.0,1700.0,1700.0,1650.0,1675.0,1550.0,1750.0,1575.0,1675.0,1650.0,1850.0,2025.0,2025.0,2000.0,1800.0,2100.0,1895.0,1849.0,1650.0,1650.0,1775.0,1950.0,2025.0,1947.0,1850.0,1500.0,1600.0,1750.0,1850.0,1969.0,1895.0,2250.0,2300.0,2000.0,2000.0,1895.0,1699.0,1850.0,2100.0,1660.0,1862.0,1862.0,1800.0,1900.0,2021.0,2021.0,2021.0,2000.0,1599.0,2095.0,1900.0,1850.0,1950.0,2100.0,2100.0,2025.0,1791.0,1650.0,1740.0,2100.0,2050.0,1831.0,2500.0,2650.0,2350.0,1750.0,1500.0,2400.0,1650.0,2499.0,1950.0,2500.0,1900.0,1750.0,2150.0,2150.0,1878.0,1878.0,2000.0,2000.0,2500.0,2150.0,2345.0,3000.0,2800.0,1888.0,2600.0,3595.0,3500.0,2475.0,2100.0,3100.0,2400.0,2696.0,2350.0,2200.0,1750.0,3643.0,1750.0,2364.0,2308.0,2887.0,3000.0,2500.0,2606.0,2600.0,2600.0,2606.0,2624.0
South Jamaica,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800.0,1800.0,1800.0,,,,,,,1450.0,1450.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,,,,1200.0,1200.0,1800.0,1800.0,1800.0,,1650.0,1800.0,,,,2100.0,1750.0,1700.0,1700.0,,1550.0,1550.0,,,2500.0,,,,,1650.0,1700.0,1550.0,1550.0,1550.0,,3600.0,3600.0,2600.0,,1975.0,2177.0,2499.0,,2100.0,2400.0,2100.0,2100.0,1850.0,1850.0,2300.0,2300.0,1400.0,1200.0,2150.0,2300.0,1899.0,2000.0,1800.0,1399.0,2300.0,1700.0,1750.0,2500.0,1775.0,1650.0,1875.0,1400.0,2000.0,2300.0,2550.0,2550.0,2500.0,1650.0,2550.0,2550.0,,,1450.0,1800.0,1450.0,1950.0,,,2000.0,1475.0,1475.0,,1500.0,1495.0,1550.0,1899.0,1495.0,2500.0,2800.0,2500.0,2200.0,2100.0,2100.0,3500.0,2300.0,2350.0,2400.0,2500.0,2550.0,1600.0,2750.0,2750.0,1750.0,1800.0,1525.0,2300.0,2250.0,1750.0,2400.0,2400.0,2500.0,2500.0,3500.0,2800.0,2800.0,2800.0,3000.0,2800.0,2800.0,1700.0,1699.0,1850.0,1750.0,1700.0,2400.0,3400.0,3200.0,3300.0,3499.0,2999.0,2999.0,2899.0,1950.0,2600.0,2500.0,2600.0,3299.0,3299.0,2899.0,2799.0
South Ozone Park,Queens,neighborhood,,,,,1500.0,1500.0,1500.0,,,,,,,,,,,,,,,,,,1250.0,1250.0,1250.0,,,,900.0,900.0,,,,,,,,,,,1850.0,1850.0,1850.0,1400.0,2995.0,3000.0,3000.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,1450.0,1450.0,,,1700.0,1500.0,1500.0,1750.0,1750.0,1750.0,1550.0,1550.0,1550.0,1550.0,2000.0,,,1150.0,1395.0,1395.0,1700.0,,,,,,,,,,1900.0,1900.0,2450.0,1600.0,1650.0,2500.0,1450.0,1500.0,2000.0,1850.0,1350.0,1350.0,1550.0,1550.0,1350.0,3000.0,1850.0,3000.0,2200.0,,,2400.0,2300.0,2300.0,,1600.0,1200.0,2100.0,1850.0,1900.0,1800.0,2600.0,2150.0,2000.0,1900.0,1900.0,2000.0,1900.0,1900.0,1400.0,1400.0,1400.0,2000.0,2300.0,2500.0,2000.0,2100.0,1999.0,1500.0,1900.0,2000.0,2000.0,1900.0,2050.0,2100.0,2000.0,2050.0,2550.0,2500.0,2550.0,2550.0,2200.0,2550.0,2550.0,3750.0,2200.0,2500.0,2800.0,4000.0,2400.0,1950.0,1500.0,2500.0,2400.0,2400.0,2400.0,2100.0,3000.0,3000.0,3000.0,3000.0,2800.0,2400.0,2400.0,2400.0,2400.0,3000.0,3900.0,3400.0,2600.0,2900.0,2800.0,2750.0,2000.0,2750.0,2700.0,2000.0,1850.0,,,3600.0,3300.0,3300.0,3000.0,2800.0,2350.0,2350.0,2500.0,2500.0,,3200.0,3200.0,3100.0
South Richmond Hill,Queens,neighborhood,,,,,,,,,,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1300.0,1300.0,1195.0,1200.0,1450.0,,,,,850.0,800.0,,,,,1370.0,1370.0,1370.0,1370.0,1370.0,1370.0,,,,1425.0,1425.0,1325.0,1325.0,1325.0,1325.0,1325.0,1395.0,1380.0,1380.0,1265.0,1265.0,1650.0,1445.0,1445.0,1495.0,1650.0,,1495.0,1250.0,1125.0,1300.0,1325.0,2000.0,1900.0,1900.0,2400.0,2400.0,,,1400.0,1400.0,1350.0,1495.0,1495.0,2000.0,2100.0,2000.0,1400.0,2100.0,2100.0,1750.0,1650.0,1405.0,1405.0,1360.0,1550.0,1400.0,2200.0,1800.0,1700.0,1850.0,1900.0,1900.0,1850.0,1850.0,1750.0,1750.0,2100.0,2000.0,1800.0,1750.0,1750.0,1604.0,1558.0,2350.0,2100.0,1550.0,1800.0,1800.0,1900.0,1750.0,1650.0,2100.0,1825.0,1825.0,1564.0,2500.0,2400.0,2300.0,2300.0,2250.0,1900.0,1900.0,1800.0,2200.0,2200.0,1550.0,2700.0,1725.0,1725.0,1725.0,1800.0,2100.0,2100.0,1850.0,1741.0,1700.0,1800.0,1750.0,1700.0,2400.0,2300.0,2295.0,2295.0,1900.0,1900.0,2040.0,2200.0,2200.0,2300.0,2200.0,2200.0,1600.0,1900.0,2200.0,2200.0,1850.0,1850.0,2250.0,2650.0,2200.0,1799.0,2200.0,2200.0,2230.0,1950.0,1850.0,2100.0,2700.0,2800.0,2600.0,2200.0,2200.0,2300.0,2300.0,2200.0,1570.0,1950.0,1950.0,3500.0,2200.0,2149.0,2000.0,2500.0,2000.0,1699.0,2100.0,2100.0,1995.0,2772.0,1799.0,1900.0,2599.0,1899.0,1899.0,3400.0,1850.0,1900.0
Springfield Gardens,Queens,neighborhood,,,,,,,,,,,,1895.0,1895.0,1700.0,1700.0,1700.0,1700.0,1700.0,1895.0,1550.0,1550.0,1550.0,1600.0,1500.0,1500.0,1500.0,,,,1450.0,1400.0,1450.0,,,,,,,1400.0,1400.0,,,,,,,1600.0,1600.0,1850.0,1850.0,1850.0,,,1600.0,1600.0,,,,,,1800.0,,,,,,,,,,,,2100.0,,,,,1800.0,1800.0,1695.0,1675.0,1675.0,2300.0,2300.0,1200.0,1200.0,1900.0,2500.0,2350.0,2350.0,1700.0,2450.0,2450.0,2300.0,1600.0,2100.0,1600.0,1600.0,1275.0,2500.0,2400.0,2250.0,2100.0,2100.0,2045.0,1900.0,1900.0,1850.0,2299.0,2399.0,2000.0,2000.0,1800.0,1399.0,2200.0,2500.0,2550.0,2100.0,2150.0,2350.0,2150.0,2150.0,2200.0,2499.0,2499.0,2000.0,2000.0,1999.0,2300.0,1200.0,2100.0,2300.0,2100.0,2500.0,2395.0,2500.0,2400.0,2400.0,2400.0,2500.0,1650.0,1650.0,2400.0,2399.0,2399.0,,2950.0,1300.0,1800.0,2900.0,2499.0,2950.0,1350.0,1350.0,3000.0,3000.0,2900.0,2400.0,2600.0,2400.0,1800.0,2800.0,,3200.0,2800.0,2800.0,2800.0,2800.0,3000.0,3000.0,3199.0,3199.0,3000.0,3000.0,3300.0,3300.0,3600.0,3299.0,3777.0,3464.0,3777.0,2800.0,3777.0,3000.0,3200.0,2500.0,2595.0,2495.0,2975.0,2700.0,2800.0,3200.0,3500.0,3600.0,3200.0,2999.0,3499.0,3100.0
St. Albans,Queens,neighborhood,,,,,,,,,,,,,,,,,1200.0,1200.0,1200.0,1200.0,,,,2200.0,2200.0,2200.0,1700.0,1700.0,1700.0,1700.0,1700.0,1350.0,1450.0,1500.0,1500.0,1650.0,1500.0,1400.0,1300.0,1500.0,1500.0,,,1550.0,1550.0,1550.0,1550.0,,,1600.0,1100.0,1000.0,1125.0,1050.0,1025.0,1950.0,1950.0,1425.0,1150.0,1295.0,1295.0,1950.0,2100.0,2100.0,2100.0,,1650.0,1350.0,1350.0,1300.0,1800.0,1500.0,1500.0,1500.0,1500.0,3000.0,1500.0,3000.0,2750.0,1175.0,2750.0,2450.0,2450.0,2750.0,1750.0,1750.0,2300.0,2200.0,1850.0,2300.0,2300.0,1250.0,1250.0,1350.0,2300.0,1875.0,,1250.0,1400.0,1395.0,1395.0,1250.0,1600.0,1400.0,1400.0,2100.0,1400.0,1650.0,1475.0,1400.0,1300.0,2000.0,1800.0,1550.0,2000.0,2300.0,1650.0,1650.0,2500.0,2500.0,2500.0,2200.0,1395.0,2100.0,1350.0,1295.0,2150.0,,1800.0,1800.0,1875.0,2200.0,2850.0,2700.0,1475.0,1475.0,1400.0,1750.0,1475.0,1500.0,1475.0,1475.0,1500.0,2400.0,2400.0,2400.0,2400.0,1700.0,1400.0,1750.0,2150.0,2500.0,2500.0,3000.0,2400.0,2100.0,2000.0,1799.0,3000.0,1450.0,1900.0,2500.0,2400.0,2400.0,2690.0,2600.0,2800.0,2750.0,3385.0,3200.0,3000.0,2400.0,1600.0,2200.0,2650.0,2650.0,1650.0,2800.0,1550.0,1550.0,1550.0,2885.0,1900.0,1700.0,1900.0,2100.0,3300.0,2700.0,,2800.0,2800.0,2999.0,2999.0,2799.0,2699.0,2800.0,3300.0,2999.0
Staten Island,Staten Island,borough,1800.0,1050.0,1050.0,1050.0,2000.0,2350.0,2400.0,1200.0,1200.0,1200.0,2400.0,2400.0,2400.0,1850.0,1850.0,1850.0,1650.0,1450.0,2000.0,1800.0,1500.0,1700.0,1700.0,3000.0,1600.0,1600.0,2300.0,1700.0,1550.0,1400.0,1400.0,1350.0,1395.0,1500.0,1700.0,1840.0,1840.0,1840.0,2270.0,2200.0,1325.0,1300.0,1300.0,1295.0,2100.0,1175.0,1175.0,1200.0,1300.0,1455.0,1800.0,1650.0,1700.0,1600.0,1600.0,1800.0,1750.0,1575.0,1695.0,1700.0,1550.0,1600.0,1500.0,1500.0,1500.0,1650.0,1750.0,1900.0,1755.0,1650.0,1800.0,1869.0,1950.0,1950.0,2000.0,1950.0,2000.0,2015.0,2050.0,2000.0,2000.0,1950.0,1900.0,1950.0,1900.0,1935.0,1899.0,1900.0,2000.0,2050.0,1995.0,2000.0,1800.0,1875.0,1900.0,1950.0,1850.0,1850.0,1850.0,1832.0,1832.0,1887.0,1950.0,2025.0,2050.0,1900.0,1950.0,1865.0,1865.0,1856.0,1890.0,1875.0,2100.0,2050.0,2000.0,2035.0,2200.0,2200.0,2200.0,1990.0,1952.0,1998.0,2150.0,1800.0,1833.0,1875.0,1900.0,1787.0,1850.0,1950.0,1950.0,2200.0,1995.0,1895.0,1845.0,1800.0,1877.0,1800.0,1800.0,1950.0,2000.0,2075.0,2000.0,2070.0,2050.0,1900.0,1900.0,1950.0,1950.0,1950.0,2075.0,2200.0,2300.0,2200.0,2200.0,1950.0,2095.0,2175.0,2200.0,2200.0,2100.0,2000.0,1899.0,2000.0,2075.0,2050.0,2200.0,2255.0,2595.0,2500.0,2500.0,2500.0,2700.0,2700.0,2550.0,2700.0,2850.0,2750.0,2700.0,2395.0,2450.0,2750.0,2825.0,2800.0,2750.0,3125.0,3000.0,3000.0,3000.0,3200.0,3300.0,3300.0,2850.0,2890.0,2850.0,3265.0,3250.0,3300.0
Stuyvesant Town/PCV,Manhattan,neighborhood,3200.0,3200.0,2725.0,2725.0,2800.0,2855.0,3200.0,3770.0,3200.0,3200.0,3200.0,3305.0,3305.0,3407.0,3407.0,3407.0,3407.0,3407.0,3407.0,3424.0,3424.0,3787.0,3955.0,3647.0,3817.0,3555.0,3490.0,3705.0,3630.0,3620.0,3599.0,4090.0,3835.0,3720.0,3898.0,3850.0,3900.0,3591.0,3359.0,2965.0,2965.0,2965.0,4430.0,4430.0,2965.0,4035.0,4035.0,3299.0,3317.0,3475.0,3673.0,3866.0,3774.0,3562.0,3513.0,3641.0,3549.0,3421.0,3210.0,3500.0,3427.0,3324.0,4070.0,4282.0,3732.0,3575.0,3690.0,3729.0,3788.0,3744.0,3756.0,3658.0,3948.0,3944.0,4252.0,4259.0,4075.0,4014.0,4480.0,4278.0,4195.0,4185.0,4045.0,3879.0,4065.0,3845.0,4002.0,4112.0,4103.0,4270.0,4227.0,4314.0,4664.0,4610.0,4250.0,4620.0,4186.0,4186.0,3790.0,3828.0,3837.0,3804.0,3899.0,3984.0,3792.0,4052.0,3700.0,3774.0,4137.0,3689.0,3729.0,3887.0,3910.0,3805.0,3865.0,3880.0,3918.0,3880.0,3885.0,3642.0,3957.0,4131.0,3970.0,4070.0,3951.0,3991.0,3945.0,3614.0,3456.0,3842.0,3815.0,3872.0,4313.0,3720.0,3720.0,3502.0,3452.0,3508.0,3955.0,3895.0,4070.0,4435.0,4603.0,4685.0,4834.0,4694.0,5022.0,5202.0,5357.0,5510.0,5415.0,4909.0,4649.0,4769.0,4919.0,5242.0,4909.0,5155.0,4924.0,5339.0,5595.0,6125.0,5339.0,5957.0,4995.0,5190.0,4880.0,5022.0,5487.0,4836.0,5275.0,5257.0,5587.0,5062.0,5427.0,4980.0,5062.0,5047.0,5035.0,5172.0,5240.0,5364.0,5232.0,5432.0,5876.0,5693.0,5817.0,5524.0,5441.0,5549.0,6099.0,5346.0,5553.0,5966.0,5622.0,6099.0,6569.0,6799.0
